26.034141 25.894267 0.736351 1.092199 0.804667 0.709657 0.804667 0.709657 136.083588 123.641938 -5.753396 -5.097430 0.480921 0.674766 0.093362 0.070160 2.833479 3.052417 0.794930 0.721275 0.784367 0.703401 0.182311 0.145228 26.264397 26.263149 9.903025 9.911516 64.677669 64.112464 2.295485 2.316692 0.736351 1.092199 0.910018 1.068882 -0.354463 -0.226151 0.839706 0.735552 0.949213 0.929379 0.989261 0.984125 10158.000000 9993.000000 8936.000000 590.000000 9406.000000 8317.000000 635.000000 0.000000 
25.014522 24.795458 0.828504 1.282054 0.764754 0.636123 0.764754 0.636123 107.398701 93.400303 -2.571972 -2.296598 0.531966 0.726570 0.088203 0.069875 2.868530 3.069514 0.775250 0.710986 0.762828 0.690093 0.177041 0.148556 25.274829 25.285893 9.729921 9.731357 61.792701 61.438804 2.274891 2.269841 0.828504 1.282054 0.958456 1.126298 -0.307656 -0.189285 0.804769 0.688230 0.943971 0.924950 0.987935 0.981673 9475.000000 6946.000000 7537.000000 561.000000 10916.000000 10725.000000 647.000000 0.000000 
24.807606 24.463710 0.713220 1.455040 0.807258 0.606941 0.807258 0.606941 119.937067 96.484258 -2.556975 -2.105032 0.471745 0.805775 0.092292 0.061153 2.820041 3.162132 0.797285 0.684044 0.787480 0.659619 0.179657 0.130982 25.029319 25.040319 9.656924 9.662362 60.881391 60.243711 2.295271 2.293843 0.713220 1.455040 0.897557 1.176695 -0.359843 -0.161076 0.842565 0.652185 0.950078 0.917115 0.989601 0.979236 12996.000000 12303.000000 7973.000000 445.000000 7302.000000 5757.000000 407.000000 0.000000 
25.071783 24.775475 0.559628 1.165104 0.840312 0.667179 0.840312 0.667179 121.747746 98.232312 -3.685551 -2.919911 0.408762 0.706526 0.106954 0.073000 2.697212 3.038522 0.817716 0.711442 0.810483 0.691669 0.212117 0.163680 25.194056 25.241149 9.715832 9.717563 62.089251 61.223209 2.256617 2.275303 0.559628 1.165104 0.820996 1.094782 -0.403402 -0.200812 0.862674 0.701905 0.956180 0.926289 0.991693 0.983080 12918.000000 10239.000000 7005.000000 390.000000 9922.000000 6540.000000 391.000000 0.000000 
27.464721 27.212266 0.795110 1.302991 0.789116 0.654416 0.789116 0.654416 130.036163 109.498222 -5.996189 -4.529257 0.507556 0.720247 0.092088 0.071554 2.848115 3.072318 0.786099 0.716935 0.774179 0.695714 0.179381 0.150954 27.712329 27.727762 10.193547 10.193838 69.225788 68.655185 2.289106 2.293366 0.795110 1.302991 0.939386 1.130758 -0.338871 -0.208147 0.828970 0.714321 0.946588 0.925908 0.988430 0.981452 9784.000000 7668.000000 7582.000000 557.000000 10552.000000 9104.000000 595.000000 0.000000 
28.258023 28.024594 0.640943 1.128236 0.830067 0.700808 0.830067 0.700808 142.360093 120.135582 -8.468665 -6.627488 0.420309 0.637113 0.107937 0.081978 2.717660 2.977408 0.819995 0.746301 0.811151 0.728438 0.209888 0.176968 28.403047 28.416901 10.332985 10.335038 72.159004 71.274570 2.254833 2.281407 0.640943 1.128236 0.848907 1.068621 -0.405794 -0.253257 0.865643 0.760513 0.955573 0.934208 0.990670 0.983912 9773.000000 7978.000000 6608.000000 445.000000 8360.000000 6584.000000 404.000000 0.000000 
21.280503 21.062837 0.644382 1.095355 0.846980 0.739853 0.846980 0.739853 162.142805 145.643883 4.073416 4.079577 0.470293 0.681752 0.083322 0.063327 2.881895 3.129937 0.790156 0.716758 0.781971 0.699369 0.168019 0.136332 21.462611 21.461924 8.831116 8.832954 49.330687 48.851399 2.384962 2.388905 0.644382 1.095355 0.874252 1.067197 -0.381944 -0.242628 0.862257 0.760733 0.949583 0.928547 0.990443 0.984092 8989.000000 8806.000000 7693.000000 500.000000 8804.000000 7481.000000 455.000000 0.000000 
21.598866 21.345328 0.661631 1.173369 0.838239 0.712894 0.838239 0.712894 153.036474 134.244418 2.293470 1.931393 0.475854 0.712569 0.084221 0.062559 2.880567 3.145282 0.788872 0.707224 0.780276 0.688389 0.167176 0.133027 21.798021 21.814544 8.918432 8.919332 50.379169 49.842579 2.371639 2.373923 0.661631 1.173369 0.882803 1.092285 -0.372797 -0.222779 0.856078 0.738666 0.949082 0.925593 0.990212 0.983029 9741.000000 7599.000000 6406.000000 431.000000 10512.000000 8444.000000 447.000000 0.000000 
20.996151 20.888002 0.249406 0.487891 0.808066 0.623165 0.808066 0.623165 17.240823 13.785725 -0.828615 -0.898493 0.235099 0.414622 0.230360 0.174614 1.870538 2.131384 0.884809 0.804576 0.883881 0.800013 0.356530 0.297503 20.979419 21.013108 9.049008 9.051991 56.740909 55.649264 1.673952 1.734347 0.249406 0.487891 0.568539 0.783772 -0.438662 -0.218167 0.806541 0.638125 0.974036 0.954737 0.996183 0.992603 13332.000000 10841.000000 7411.000000 436.000000 9954.000000 6476.000000 422.000000 0.000000 
24.113787 23.971592 0.793731 1.122629 0.769413 0.673920 0.769413 0.673920 103.426949 93.674413 -1.907988 -1.258722 0.538423 0.701720 0.086504 0.069461 2.865258 3.036238 0.767291 0.708931 0.755830 0.690429 0.175934 0.145500 24.348457 24.380770 9.547683 9.552279 58.896842 58.659974 2.280894 2.279246 0.793731 1.122629 0.948738 1.078341 -0.300830 -0.199505 0.798429 0.699860 0.942855 0.926440 0.988333 0.983636 8975.000000 7785.000000 8849.000000 669.000000 10826.000000 10566.000000 678.000000 0.000000 
